source;entry_type;document_type;title;authors;year;doi;url;abstract;keywords;journal;booktitle;publisher;pages
wos;;Proceedings Paper;Actuation Conflict Management Enabler for DevOps in IoT;"Gonnin, T; Dechavanne, F; Rocher, G; Lavirotte, S; Tigli, JY; Capocchi, L; Santucci, JF";2020;10.1145/3423423.3423474;http://dx.doi.org/10.1145/3423423.3423474;DevOps methodology is well known in the field of classical software development to improve the software quality and the frequency of the deliveries. However, DevOps has not yet been popularized in the field of IoT. The reasons of that are new challenges that require new enablers in the DevOps tools ecosystem. The European ENACT project supported under the H2020 programme aims to respond to these challenges by providing new enablers to apply DevOps methodology for IoT application[2]. We present, here, one of these enablers called Action Conflict Management Enabler (ACM enabler) which aims at anticipating and resolving at Devs Time all conflicts[1] and dysfunctions that might result from mismanagement of the IoT system actuators.;;COMPANION PROCEEDINGS OF THE 10TH INTERNATIONAL CONFERENCE ON THE INTERNET OF THINGS, IOT 2020;;;
wos;;Article;DevOps Contract for Assuring Execution of IoT Microservices in the Edge;"Truong, HL; Klein, P";2020;10.1016/j.iot.2019.100150;http://dx.doi.org/10.1016/j.iot.2019.100150;The increasing availability of edge and IoT infrastructure-as-a-service allows us to develop lightweight IoT components and deploy them into edge/IoT infrastructures, enabling edge analytics and controls. This paper introduces the development of service contracts for IoT microservices from DevOps perspectives. We analyze stakeholders and present our methods to support stakeholders to program IoT service contracts. We address the diversity of service contracts by using common languages for IoT data and programming. We integrate the development and operation lifecycle of IoT contracts with IoT software components and with supporting DevOps services. To illustrate our approach, we use a real-world Base Transceiver Station maintenance application with Raspberry Pi, Java, JavaScript, JSON and other microservices. (C) 2019 The Authors. Published by Elsevier B.V.;INTERNET;INTERNET OF THINGS;;;
wos;;Proceedings Paper;Tool Support for Risk-driven Planning of Trustworthy Smart IoT Systems within DevOps;"Thompson, A; Erdogan, G";2020;10.5220/0009189307420753;http://dx.doi.org/10.5220/0009189307420753;There is a serious lack of support for trustworthy smart IoT systems within DevOps. Security and privacy are often overlooked in DevOps cultures and almost absent in the context of IoT. In this paper, we focus on the planning stage of DevOps and propose a tool-supported method for risk-driven planning considering security and privacy risks. Our method consists of five steps: establish context, analyse dataflow, model privacy and security risk, develop risk assessment algorithm based on risk model, and execute risk assessment algorithm. Our tool supports this method in the first and the last step and facilitates dynamic risk assessment based on input provided by the user or collected from the monitoring stage into predefined risk models. The output of the tool is a risk assessment which the end users, e.g. developers, can use as decision support to prioritize certain parts of the target under analysis in the next cycle of DevOps. The tool and the method are evaluated in a real-world smart home case. Our initial evaluation indicates that the approach is comprehensible for our intended users, supports the planning stage in terms of security and privacy risk assessment, and feasible for use in the DevOps practice.;;ICISSP: PROCEEDINGS OF THE 6TH INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS SECURITY AND PRIVACY;;;
wos;;Proceedings Paper;TwinOps - DevOps meets Model-Based Engineering and Digital Twins for the engineering of CPS;"Hugues, J; Hristosov, A; Hudak, JJ; Yankel, J";2020;10.1145/3417990.3421446;http://dx.doi.org/10.1145/3417990.3421446;The engineering of Cyber-Physical Systems (CPS) requires a large set of expertise to capture the system requirements and to derive a correct solution. Model-based Engineering and DevOps aim to efficiently deliver software with increased quality. Model-based Engineering relies on models as first-class artifacts to analyze, simulate, and ultimately generate parts of a system. DevOps focuses on software engineering activities, from early development to integration, and then improvement through the monitoring of the system at run-time. We claim these can be efficiently combined to improve the engineering process of CPS. In this paper, we present TwinOps, a process that unifies Model-based Engineering, Digital Twins, and DevOps practice in a uniform workflow. TwinOps illustrates howto leverage several best practices in MBE and DevOps for the engineering Cyber-Physical systems. We illustrate our contribution using a Digital Twins case study to illustrate TwinOps benefits, combining AADL and Modelica models, and an IoT platform.;;23RD ACM/IEEE INTERNATIONAL CONFERENCE ON MODEL DRIVEN ENGINEERING LANGUAGES AND SYSTEMS, MODELS 2020 COMPANION;;;
wos;;Proceedings Paper;Leveraging Semi-formal Approaches for DepDevOps;"Zaeske, W; Durak, U";2020;10.1007/978-3-030-55583-2_16;http://dx.doi.org/10.1007/978-3-030-55583-2_16;While formal methods have long been praised by the dependable Cyber-Physical System community, continuous software engineering practices are now employing or promoting semi-formal approaches for achieving lean and agile processes. This paper is a discussion about using Behaviour Driven Development, particularly Gherkin and RSpec for DepDevOps, DevOps for dependable Cyber-Physical Systems.;FORMAL METHODS;COMPUTER SAFETY, RELIABILITY, AND SECURITY. SAFECOMP 2020 WORKSHOPS;;;
wos;;Article;Continuous Deployment of Trustworthy Smart IoT Systems;"Ferry, N; Nguyen, PH; Song, H; Rios, E; Iturbe, E; Martinez, S; Rego, A";2020;10.5381/jot.2020.19.2.a16;http://dx.doi.org/10.5381/jot.2020.19.2.a16;"While the next generation of IoT systems need to perform distributed processing and coordinated behaviour across IoT, Edge and Cloud infrastructures, their development and operation are still challenging. A major challenge is the high heterogeneity of their infrastructure, which broadens the surface for security attacks and increases the complexity of maintaining and evolving such complex systems. In this paper, we present our approach for Generation and Deployment of Smart IoT Systems (GeneSIS) to tame this complexity. GeneSIS leverages model-driven engineering to support the DevSecOps of Smart IoT Systems (SIS). More precisely, GeneSIS includes: (i) a domain specific modelling language to specify the deployment of SIS over IoT, Edge and Cloud infrastructure with the necessary concepts for security and privacy; and (ii) a models@run.time engine to enact the orchestration, deployment, and adaptation of these SIS. The results from our smart building case study have shown that GeneSIS can support security by design from the development (via deployment) to the operation of IoT systems and back again in a DevSecOps loop. In other words, GeneSIS enables IoT systems to keep up security and adapt to evolving conditions and threats while maintaining their trustworthiness.";;JOURNAL OF OBJECT TECHNOLOGY;;;
wos;;Article;Continuous Delivery of Customized SaaS Edge Applications in Highly Distributed IoT Systems;"López-Viana, R; Díaz, J; Díaz, VH; Martínez, JF";2020;10.1109/JIOT.2020.3009633;http://dx.doi.org/10.1109/JIOT.2020.3009633;Edge computing is a reality for the current IoT systems that need fast processing and quick response time to make real-time decisions and IoT systems without permanent connectivity to the cloud (e.g., car manufacturing, precision agriculture, or cattle raising). Additionally, these industries are facing the need for rapid and continuous innovation by accelerating the delivery of over-the-air (OTA) software updates in edge devices. DevOps promotes collaboration between development and operation teams and automation at all steps of software construction to achieve continuous delivery (CD) of business value. Although DevOps has demonstrated numerous successful cases in the Web domain, in the IoT domain and, more specifically, at the edge, there are few reported cases. This work presents a success case of CD of customized software as a service software as a service (SaaS) updates at the IoT Edge. This may enable new business models at the IoT Edge. This article presents an architectural model of a highly distributed (cloud and edge) IoT system and a CD process flow for customized SaaS applications in edge nodes. Both the architectural model and the CD process flow are instantiated in a case study for precision agriculture.;"INTERNET; THINGS; CLOUD";IEEE INTERNET OF THINGS JOURNAL;;;
wos;;Proceedings Paper;Continuous Reasoning for Managing Next-Gen Distributed Applications;"Forti, S; Brogi, A";2020;10.4204/EPTCS.325.22;http://dx.doi.org/10.4204/EPTCS.325.22;Continuous reasoning has proven effective in incrementally analysing changes in application code-bases within Continuous Integration/Continuous Deployment (CI/CD) software release pipelines. In this article, we present a novel declarative continuous reasoning approach to support the management of multi-service applications over the Cloud-IoT continuum, in particular when infrastructure variations impede meeting application's hardware, software, IoT or network QoS requirements. We show how such an approach brings considerable speed-ups compared to non-incremental reasoning.;"INTERNET; EDGE; CLOUD";ELECTRONIC PROCEEDINGS IN THEORETICAL COMPUTER SCIENCE;;;
wos;;Proceedings Paper;An Actuation Conflicts Management Flow for Smart IoT-based Systems;"Rocher, G; Gonnin, T; Dechavanne, F; Lavirotte, S; Tigli, JY; Capocchi, L; Santucci, JF";2020;10.1109/IOTSMS52051.2020.9340196;http://dx.doi.org/10.1109/IOTSMS52051.2020.9340196;"IoT-based applications have long been limited to collecting field information; at the edge of their underlying infrastructure, IoT devices utilization is mainly motivated by their capacity at gathering environmental information from sensors as means to support users in decision making. However, in numerous domains like home automation, smart factory, intelligent transportation systems, etc., so-called 'smart' IoT-based applications also involve devices interacting with the physical environment through actuators. Throughout their life cycle, from the design, the deployment to operation, the ability to prevent conflicting actuation commands and antagonistic effects (possibly harmful), represents a new challenge in the realm of trustworthy smart IoT-based applications. In this paper, we introduce a complete flow for identifying and resolving actuation conflicts at design time. The proposed approach is part of the DevOps software development life cycle. It advocates the reuse of conflict management solutions through local resolution strategies, considering asynchronous timings of targeted hardware platforms they are deployed on. An illustration of the flow is provided on a use-case.";SIMULATION;2020 7TH INTERNATIONAL CONFERENCE ON INTERNET OF THINGS: SYSTEMS, MANAGEMENT AND SECURITY (IOTSMS);;;
wos;;Proceedings Paper;Rider Optimization based Optimized Deep-CNN towards Attack Detection in IoT;Sarma, SK;2020;10.1109/iciccs48265.2020.9121042;http://dx.doi.org/10.1109/iciccs48265.2020.9121042;More researchers have made efforts on introducing various models for IoT security frameworks, however, no single IoT framework could assure the optimal security in opposition to varied kinds of attacks. Thereby, this paper intends to propose a new attack detection system by interlinking the Development and Operations (DevOps) concept. The proposed attack detection system involves two stages: Proposed Feature Extraction and Classification. In the first stage, the concatenation of statistical and higher-order statistical features is extracted. These extracted features are then subjected to Deep Convolutional Neural Network (CNN) based classification to identify the attacks in the network. To improve the classification accuracy, the convolution layers in DCNN are optimally tuned using Rider Optimization Algorithm (ROA). Finally, analysis is carried out for validating the betterment of the adopted scheme.;"LEARNING APPROACH; INTERNET; IDENTIFICATION";PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON INTELLIGENT COMPUTING AND CONTROL SYSTEMS (ICICCS 2020);;;
wos;;Proceedings Paper;ALLSTAR: a blockchain based decentralized ecosystem for cloud and edge computing;"Zhou, H; Ouyang, X; Zhao, ZM";2020;10.1109/JCC49151.2020.00018;http://dx.doi.org/10.1109/JCC49151.2020.00018;Last decades, Cloud computing has made significant impacts on traditional applications to change their development and operation methods. We witnessed ever more newly-built Clouds and data centers. However, the centralized management mechanism of current Clouds lacks the dispersion to satisfy the requirements of emerging collaborative applications, including AI, IoT, and autopilot. On the other hand, the Edge computing stays at the conceptual and experimental stage. Most organizations construct their own Edge nodes to operate applications. An efficient and incentive mechanism is missing to motivate the Edge and micro Cloud resource providers to join and constitute a more generalized and decentralized ecosystem. To address this issue, we propose ALLSTAR, a blockchain based architecture for equally combining all the Cloud and Edge resources to be seamlessly leveraged by the application in the DevOps (development and operations) lifecycle. The ALLSTAR architecture is a systematic solution to realize the Cloud+Edge management and contributes to constructing the corresponding ALLSTAR ecosystem. This paper describes the overall architecture of ALLSTAR, the related key techniques, and detailed application DevOps processes as well as the new business model.;CHALLENGES;2020 IEEE INTERNATIONAL CONFERENCE ON JOINT CLOUD COMPUTING (JCC 2020);;;
wos;;Proceedings Paper;ANALYSIS OF TRENDS IN ICT AND ITS IMPLICATION IN HIGHER EDUCATION CURRICULA;"Milosz, M; Charytanowicz, M; Skublewska-Paszkowska, M";2020;;;Information and Communication Technologies (ICT) are currently undergoing a fast development. Analysis of this trend should be taken into consideration while creating or modifying curricula for students in higher education (HE). The adaptation of curricula has to correspond with the requirements of the labour market - ICT employers. The increase in interest in technologies is also visible in scientific articles. The aim of the paper is a systematic research analysis of the development of selected ICT technologies and taking results into account during the creation of the curricula for the undergraduate degree in Computer Science. Developing technologies were chosen for further study using trends analyses made by research and advisory companies, and the brainstorming method among ICT experts. The following emerging technologies/phenomena were selected: artificial intelligence, deep learning, machine learning, cloud computing, blockchain, chatbot, Internet of things, Internet of everything, intelligent interface, multiplatform, virtual reality, e-commerce, and DevOps. The research was conducted on two scientific databases: Web of Knowledge and Scopus. In each of them, the number of articles was searched in 2015-2019 by providing relevant keywords adapted to ICT areas. The obtained results are presented in this paper. They were used to change the Computer Science undergraduate curriculum by modifying the content of current courses and introducing new ones.;;14TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED2020);;;
wos;;Proceedings Paper;Model-Based Fleet Deployment of Edge Computing Applications;"Song, H; Dautov, R; Ferry, N; Solberg, A; Fleurey, F";2020;10.1145/3365438.3410951;http://dx.doi.org/10.1145/3365438.3410951;Edge computing brings software in close proximity to end users and IoT devices. Given the increasing number of distributed Edge devices with various contexts, as well as the widely adopted continuous delivery practices, software developers need to maintain multiple application versions and frequently (re-)deploy them to a fleet of many devices with respect to their contexts. Doing this correctly and efficiently goes beyond manual capabilities and requires employing an intelligent and reliable automated approach. Accordingly this paper describes a joint research with a Smart Healthcare application provider on a model-based approach to automatically assigning multiple software deployments to hundreds of Edge gateways. From a Platform-Specific Model obtained from the existing Edge computing platform, we extract a Platform-Independent Model that describes a list of target devices and a pool of available deployments. Next, we use constraint solving to automatically assign deployments to devices at once, given their specific contexts. The resulting solution is transformed back to the PSM as to proceed with software deployment accordingly. We validate the approach with a Fleet Deployment prototype integrated into the DevOps toolchain currently used by the application provider. Initial experiments demonstrate the viability of the approach and its usefulness in supporting DevOps in Edge computing applications.;;23RD ACM/IEEE INTERNATIONAL CONFERENCE ON MODEL DRIVEN ENGINEERING LANGUAGES AND SYSTEMS, MODELS 2020;;;
wos;;Proceedings Paper;Understanding the context of IoT software systems in DevOps;"Pereira, IM; Carneiro, TGD; Figueiredo, E";2021;10.1109/SERP4IoT52556.2021.00009;http://dx.doi.org/10.1109/SERP4IoT52556.2021.00009;The growing demand for connected devices and the increase in investments in the Internet of Things (IoT) sector induce the growth of the market for this technology. IoT permeates all areas of life of an individual, from smartwatches to entire home assistants and solutions in different areas. The IoT concept is gradually increasing all over the globe. IoT projects induce an articulation of studies in software engineering to prepare the development and operation of software systems materialized in physical objects and structures interconnected with embedded software and hosted in clouds. IoT projects have boundaries between development and operation stages. This study search for evidence in scientific literature to support these boundaries through Development and Operations (DevOps) principles. We rely on a Systematic Literature Review to investigate the relations of DevOps in IoT software systems. As a result, we identify concepts, characterize the benefits and challenges in the context of knowledge previously reported in primary studies in the literature. The main contributions of this paper are: (i) discussion of benefits and challenges for DevOps in IoT software systems, (ii) identification of tools, concepts, and programming languages used, and, (iii) perceived pipeline for this kind of software development.;INTERNET;2021 IEEE/ACM 3RD INTERNATIONAL WORKSHOP ON SOFTWARE ENGINEERING RESEARCH AND PRACTICES FOR THE IOT (SERP4IOT);;;
wos;;Proceedings Paper;Integrating Multi-Disciplinary Offline and Online Engineering in Industrial Cyber-Physical Systems through DevOps;"Mizutani, I; Ramanathan, G; Mayer, S";2021;10.1145/3494322.3494328;http://dx.doi.org/10.1145/3494322.3494328;Industry 4.0 is transforming industrial automation systems into increasingly complex cyber-physical systems (CPS). In particular, there is a need to integrate systems across horizontal and vertical layers across industrial and disciplinary domains. The development of industrial CPS requires not only high-level configuration and control at the execution system level, but also offline and online engineering (OOE) work, including mechanical and electrical engineering of the devices, their installation, networking, and documentation. Using DevOps, a collection of modern software lifecycle management tactics, we propose to build an integrated platform to manage the OOE tasks. Continuous Integration/Continuous Delivery (CI/CD) pipelines and Infrastructure as Code, which are key aspects of DevOps, coordinate the building, testing, and deployment of software services. To bring the corresponding benefits of pure software systems to industrial CPS, we integrate engineering tasks using distributed version control and the W3C Web of Things. As a proof of concept, we implemented the concept for a mock system that includes the OOE tasks in a process automation scenario. The DevOps platform provides a structured transfer and exchange of engineering knowledge among stakeholders involved in industrial CPS.;COMMUNICATION;11TH INTERNATIONAL CONFERENCE ON THE INTERNET OF THINGS, IOT 2021;;;
wos;;Proceedings Paper;AIDOaRt: AI -augmented Automation for DevOps, a Model -based Framework for Continuous Development in Cyber-Physical Systems;"Eramo, R; Muttillo, V; Berardinelli, L; Bruneliere, H; Gomez, A; Bagnato, A; Sadovykh, A; Cicchetti, A";2021;10.1109/DSD53832.2021.00053;http://dx.doi.org/10.1109/DSD53832.2021.00053;With the emergence of Cyber-Physical Systems (CPS), the increasing complexity in development and operation demands for an efficient engineering process. In the recent years DevOps promotes closer continuous integration of system development and its operational deployment perspectives. In this context, the use of Artificial Intelligence (AI) is beneficial to improve the system design and integration activities, however, it is still limited despite its high potential. AIDOaRT is a 3 years long 112020-ECSEL European project involving 32 organizations, grouped in clusters from 7 different countries, focusing on AIaugmented automation supporting modelling, coding, testing, monitoring and continuous development of Cyber-Physical Systems (CPS). The project proposes to apply Model-Driven Engineering (MDE) principles and techniques to provide a framework offering proper AI-enhanced methods and related tooling for building trustable CPSs. The framework is intended to work within the DevOps practices combining software development and information technology (IT) operations. In this regard, the project points at enabling AI for IT operations (AIOps) to automate decision making process and complete system development tasks. This paper presents an overview of the project with the aim to discuss context, objectives and the proposed approach.;;2021 24TH EUROMICRO CONFERENCE ON DIGITAL SYSTEM DESIGN (DSD 2021);;;
wos;;Proceedings Paper;Realization of a Model-Based DevOps Process for Industrial Safety Critical Cyber Physical Systems;"Gautham, S; Jayakumar, AV; Rajagopala, A; Elks, C";2021;10.1109/ICPS49255.2021.9468213;http://dx.doi.org/10.1109/ICPS49255.2021.9468213;Safety critical Industrial Cyber Physical Systems (CPS) have stringent safety and security requirements and need assurance of deterministic behavior during system operation. In many safety critical application domains, runtime monitors (or runtime verification) are used to enforce operational safety and security. One of the challenges in runtime verification is to identify the critical safety properties that we want to monitor at runtime. In this paper, we explore how structural verification activities in a Model Based Design and Engineering (MBDE) context help formulate more effective monitoring specifications to cover vulnerable areas in a system. We assert that leveraging synergy between design and runtime verification produces more informed runtime safety monitors. This approach of integrating design assurance and runtime safety and security is an important aspect of the dependable DevOps continuum process. To demonstrate this, we perform verification of an Emergency Diesel Generator Startup Sequencer (EDGSS) implemented on an FPGA overlay architecture using model-based verification techniques. We present our key findings on synergy between runtime verification and design processes to support a more inclusive safety case.;DESIGN;2021 4TH IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL CYBER-PHYSICAL SYSTEMS, ICPS;;;
wos;;Proceedings Paper;A Systematic Review on the Use of DevOps in Internet of Things Software Systems;"Pereira, IM; Carneiro, T; Figueiredo, E";2021;10.1145/3412841.3442126;http://dx.doi.org/10.1145/3412841.3442126;Based on Systematic Literature Review (SLR), we search to investigate the relations of DevOps in IoT software systems. As a result, we characterize the benefits and challenges in the context of knowledge previously reported in primary studies.;;36TH ANNUAL ACM SYMPOSIUM ON APPLIED COMPUTING, SAC 2021;;;
wos;;Article;Mobile IoT-Edge-Cloud Continuum Based and DevOps Enabled Software Framework;"Judvaitis, J; Balass, R; Greitans, M";2021;10.3390/jsan10040062;http://dx.doi.org/10.3390/jsan10040062;This research aims to provide a high-level software framework for IoT-Edge-Cloud computational continuum-based applications with support for mobile IoT and DevOps integration utilizing the Edge computing paradigms. This is achieved by dividing the system in a modular fashion and providing a loosely coupled service and module descriptions for usage in the respective system layers for flexible and yet trustworthy implementation. The article describes the software architecture for a DevOps-enabled Edge computing solution in the IoT-Edge-Cloud computational continuum with the support for flexible and mobile IoT solutions. The proposed framework is validated on an intelligent transport system use case in the rolling stock domain and showcases the improvements gained by using the proposed IoT-Edge-Cloud continuum framework.;;JOURNAL OF SENSOR AND ACTUATOR NETWORKS;;;
wos;;Proceedings Paper;DART: A Scalable and Adaptive Edge Stream Processing Engine;"Liu, PC; Da Silva, D; Hu, LT";2021;;;Many Internet of Things (IoT) applications are time-critical and dynamically changing. However, traditional data processing systems (e.g., stream processing systems, cloud-based IoT data processing systems, wide-area data analytics systems) are not well-suited for these IoT applications. These systems often do not scale well with a large number of concurrently running IoT applications, do not support low-latency processing under limited computing resources, and do not adapt to the level of heterogeneity and dynamicity commonly present at edge environments. This suggests a need for a new edge stream processing system that advances the stream processing paradigm to achieve efficiency and flexibility under the constraints presented by edge computing architectures. We present DART, a scalable and adaptive edge stream processing engine that enables fast processing of a large number of concurrent running IoT applications' queries in dynamic edge environments. The novelty of our work is the introduction of a dynamic dataflow abstraction by leveraging distributed hash table (DHT) based peer-to-peer (P2P) overlay networks, which can automatically place, chain, and scale stream operators to reduce query latency, adapt to edge dynamics, and recover from failures. We show analytically and empirically that DART outperforms Storm and EdgeWise on query latency and significantly improves scalability and adaptability when processing a large number of real-world IoT stream applications' queries. DART significantly reduces application deployment setup times, becoming the first streaming engine to support DevOps for IoT applications on edge platforms.;INTERNET;PROCEEDINGS OF THE 2021 USENIX ANNUAL TECHNICAL CONFERENCE;;;
wos;;Proceedings Paper;Microservices for Continuous Deployment, Monitoring and Validation in Cyber-Physical Systems: an Industrial Case Study for Elevators Systems;"Gartziandia, A; Ayerdi, J; Arrieta, A; Ali, S; Yue, T; Agirre, A; Sagardui, G; Arratibel, M";2021;10.1109/ICSA-C52384.2021.00014;http://dx.doi.org/10.1109/ICSA-C52384.2021.00014;Cyber-Physical Systems (CPSs) are systems that integrate digital cyber computations with physical processes. The software embedded in CPSs has a long life-cycle, requiring constant evolution to support new requirements, bug fixes, and deal with hardware obsolescence. To date, the development of software for CPSs is fragmented, which makes it extremely expensive. This could be substantially enhanced by tightly connecting the development and operation phases, as is done in other software engineering domains (e.g., web engineering through DevOps). Nevertheless, there are still complex issues that make it difficult to use DevOps techniques in the CPS domain, such as those related to hardware-software co-design. To pave the way towards DevOps in the CPS domain, in this paper we instantiate part of the reference architecture presented in the H2020 Adeptness project, which is based on microservices that allow for the continuous deployment, monitoring and validation of CPSs. To this end, we elaborate a systematic methodology that considers as input both domain expertise and a previously defined taxonomy for DevOps in the CPS domain. We obtain a generic microservice template that can be used in any kind of CPS. In addition, we instantiate this architecture in the context of an industrial case study from the elevation domain.;;2021 IEEE 18TH INTERNATIONAL CONFERENCE ON SOFTWARE ARCHITECTURE COMPANION (ICSA-C);;;
wos;;"Article; Proceedings Paper";Towards Twin-Driven Engineering: Overview of the State-of-The-Art and Research Directions;"Tisi, M; Bruneliere, H; de Lara, J; Di Ruscio, D; Kolovos, D";2021;10.1007/978-3-030-85874-2_37;http://dx.doi.org/10.1007/978-3-030-85874-2_37;Cyber-Physical Systems (CPS) are complex physical systems interacting with a considerable number of distributed computing elements for monitoring, control and management. They are currently becoming larger as Cyber-Physical Systems of Systems (CPSoS), since many industrial companies are transitioning their complex systems of systems to software-intensive solutions in different domains such as production or manufacturing. Following the development and dissemination of DevOps approaches in the Software Engineering world, we propose the Twin-Driven Engineering (TDE) paradigm as a way to upgrade the role of Digital Twins (DT) to become a central point in all the engineering activities on the CPSoS, from design to decommissioning. Since CPSoS can be highly heterogeneous, we rather target the support for producing and maintaining a single integrated virtual representation of the CPSoS (i.e. a System of Twins) on which it is possible to perform global reasoning, analysis and verification. However, such a new paradigm comes with several open research challenges. We provide an overview of the state-of-the-art in key areas related to TDE. We identify under-investigated problems in related work and outline corresponding research directions.;;ADVANCES IN PRODUCTION MANAGEMENT SYSTEMS: ARTIFICIAL INTELLIGENCE FOR SUSTAINABLE AND RESILIENT PRODUCTION SYSTEMS, APMS 2021, PT I;;;
wos;;Proceedings Paper;VeriDevOps: Automated Protection and Prevention to Meet Security Requirements in DevOps;"Sadovykh, A; Widforss, G; Truscan, D; Enoiu, EP; Mallouli, W; Iglesias, R; Bagnto, A; Hendel, O";2021;;;Current software development practices are increasingly based on using both COTS and legacy components which make such systems prone to security vulnerabilities. The modern practice addressing ever changing conditions, DevOps, promotes frequent software deliveries, however, verification methods artifacts should be updated in a timely fashion to cope with the pace of the process. VeriDevOps, Horizon 2020 project, aims at providing a faster feedback loop for verifying the security requirements and other quality attributes of large scale cyber-physical systems. VeriDevOps focuses on optimizing the security verification activities, by automatically creating verifiable models directly from security requirements formulated in natural language, using these models to check security properties on design models and then generating artefacts such as, tests or monitors that can be used later in the DevOps process. The main drivers for these advances are: Natural Language Processing, a combined formal verification and model-based testing approach, and machine-learning-based security monitors. VeriDevOps is in its initial stage - the project started on 1.10.2020 and it will run for three years. In this paper we will present the major conceptual ideas behind the project approach as well as the organizational settings.;;PROCEEDINGS OF THE 2021 DESIGN, AUTOMATION & TEST IN EUROPE CONFERENCE & EXHIBITION (DATE 2021);;;
wos;;Article;An Approach to Build e-Health IoT Reactive Multi-Services Based on Technologies around Cloud Computing for Elderly Care in Smart City Homes;"Pérez, LJ; Salvachúa, J";2021;10.3390/app11115172;http://dx.doi.org/10.3390/app11115172;Although there are e-health systems for the care of elderly people, the reactive characteristics to enhance scalability and extensibility, and the use of this type of system in smart cities, have been little explored. To date, some studies have presented healthcare systems for specific purposes without an explicit approach for the development of health services. Moreover, software engineering is hindered by agile management challenges regarding development and deployment processes of new applications. This paper presents an approach to develop health Internet of Things (IoT) reactive applications that can be widely used in smart cities for the care of elderly individuals. The proposed approach is based on the Rozanski and Woods's iterative architectural design process, the use of architectural patterns, and the Reactive Manifesto Principles. Furthermore, domain-driven design and the characteristics of the emerging fast data architecture are used to adapt the functionalities of services around the IoT, big data, and cloud computing paradigms. In addition, development and deployment processes are proposed as a set of tasks through DevOps techniques. The approach validation was carried out through the implementation of several e-health services, and various workload experiments were performed to measure scalability and performance in certain parts of the architecture. The system obtained is flexible, scalable, and capable of handling the data flow in near real time. Such features are useful for users who work collaboratively in the care of elderly people. With the accomplishment of these results, one can envision using this approach for building other e-health services.;"CHALLENGES; INTERNET; THINGS";APPLIED SCIENCES-BASEL;;;
wos;;Article;The Titan Control Center for Industrial DevOps analytics research;"Henning, S; Hasselbring, W";2021;10.1016/j.simpa.2020.100050;http://dx.doi.org/10.1016/j.simpa.2020.100050;The Than Control Center is a software platform supporting research on industrial big data analytics. Building upon a scalable and extensible architecture, the Than Control Center analyzes and visualizes data streams from Internet of Things sensors in industrial production. It performs different types of aggregations, correlation, forecasting, and anomaly detection to provide deeper insights into industrial production data for enabling Industrial DevOps. Furthermore, the Than Control Center is used in research for implementing and evaluating novel approaches on multi-dimensional sensor data stream aggregation, as a reference platform for benchmarking scalability in modular analytics software, and for research on analyzing industrial energy consumption.;;SOFTWARE IMPACTS;;;
wos;;Article;Darknet Traffic Big-Data Analysis and Network Management for Real-Time Automating of the Malicious Intent Detection Process by a Weight Agnostic Neural Networks Framework;"Demertzis, K; Tsiknas, K; Takezis, D; Skianis, C; Iliadis, L";2021;10.3390/electronics10070781;http://dx.doi.org/10.3390/electronics10070781;Attackers are perpetually modifying their tactics to avoid detection and frequently leverage legitimate credentials with trusted tools already deployed in a network environment, making it difficult for organizations to proactively identify critical security risks. Network traffic analysis products have emerged in response to attackers' relentless innovation, offering organizations a realistic path forward for combatting creative attackers. Additionally, thanks to the widespread adoption of cloud computing, Device Operators (DevOps) processes, and the Internet of Things (IoT), maintaining effective network visibility has become a highly complex and overwhelming process. What makes network traffic analysis technology particularly meaningful is its ability to combine its core capabilities to deliver malicious intent detection. In this paper, we propose a novel darknet traffic analysis and network management framework to real-time automating the malicious intent detection process, using a weight agnostic neural networks architecture. It is an effective and accurate computational intelligent forensics tool for network traffic analysis, the demystification of malware traffic, and encrypted traffic identification in real time. Based on a weight agnostic neural networks (WANNs) methodology, we propose an automated searching neural net architecture strategy that can perform various tasks such as identifying zero-day attacks. By automating the malicious intent detection process from the darknet, the advanced proposed solution is reducing the skills and effort barrier that prevents many organizations from effectively protecting their most critical assets.;MACHINE;ELECTRONICS;;;
