Export Source,entry_type,entry_key,author,title,year,isbn,publisher,url,doi,abstract,booktitle,pages,numpages,keywords,location,series,articleno,address,issue_date,volume,number,issn,journal
acm-20260429,inproceedings,10.1145/3340481.3342730,"Petrik, Dimitri and Herzwurm, Georg",iIoT ecosystem development through boundary resources: a Siemens MindSphere case study,2019,9781450368544,Association for Computing Machinery,https://doi.org/10.1145/3340481.3342730,10.1145/3340481.3342730,"Emerging Industrial Internet of Things (iIoT) platforms generate cross-company added value, providing functionalities and technologies for a variety of digital services in the industrial engineering. iIoT platforms integrate various stakeholders, such as end customers and complementors and build iIoT ecosystems. Earlier research has recognized boundary resources as an emergence and governance mechanism for software ecosystems. In this study we apply the boundary resources for iIoT by exploring the longitudinal case study of the Siemens MindSphere ecosystem. The goal of this exploratory paper is to show which boundary resources are currently used in iIoT ecosystems and how do they impact the development of iIoT ecosystems.","Proceedings of the 2nd ACM SIGSOFT International Workshop on Software-Intensive Business: Start-Ups, Platforms, and Ecosystems",1–6,6,"Boundary Resources, Industrial IoT, Platform Emergence, iIoT Ecosystem, iIoT Platform","Tallinn, Estonia",IWSiB 2019,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3344341.3368803,"Yussupov, Vladimir and Breitenb\""{u}cher, Uwe and Leymann, Frank and Wurster, Michael",A Systematic Mapping Study on Engineering Function-as-a-Service Platforms and Tools,2019,9781450368940,Association for Computing Machinery,https://doi.org/10.1145/3344341.3368803,10.1145/3344341.3368803,"Function-as-a-Service (FaaS) is a novel cloud service model allowing to develop fine-grained, provider-managed cloud applications. In this work, we investigate which challenges motivate researchers to introduce or enhance FaaS platforms and tools. We use a systematic mapping study method to collect and analyze the relevant scientific literature, which helps us answering the three clearly-defined research questions. We design our study using well-established guidelines and systematically apply it to 62 selected publications. The collected and synthesized data provides useful insights into the main challenges that motivate researchers to work on this topic and can be helpful in identifying research gaps for future research.",Proceedings of the 12th IEEE/ACM International Conference on Utility and Cloud Computing,229–240,12,"faas, function-as-a-service, serverless, systematic mapping study","Auckland, New Zealand",UCC'19,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3344341.3368813,"Yussupov, Vladimir and Breitenb\""{u}cher, Uwe and Leymann, Frank and M\""{u}ller, Christian","Facing the Unplanned Migration of Serverless Applications: A Study on Portability Problems, Solutions, and Dead Ends",2019,9781450368940,Association for Computing Machinery,https://doi.org/10.1145/3344341.3368813,10.1145/3344341.3368813,"Serverless computing focuses on developing cloud applications that comprise components fully managed by providers. Function-as-a-Service (FaaS) service model is often associated with the term serverless as it allows developing entire applications by composing provider-managed, event-driven code snippets. However, such reduced control over the infrastructure and tight-coupling with provider's services amplify the various lock-in problems. In this work, we explore the challenges of migrating serverless, FaaS-based applications across cloud providers. To achieve this, we conduct an experiment in which we implement four prevalent yet intentionally simple serverless use cases and manually migrate them across three popular commercial cloud providers. The results show that even when migrating simple use cases, developers encounter multiple aspects of a lock-in problem. Moreover, we present a categorization of the problems and discuss the feasibility of possible solutions.",Proceedings of the 12th IEEE/ACM International Conference on Utility and Cloud Computing,273–283,11,"faas, function-as-a-service, migration, portability, serverless","Auckland, New Zealand",UCC'19,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3344429.3372506,"Foster, Derek and White, Laurie and Erdil, D. Cenk and Adams, Joshua and Arg\""{u}elles, Amadeo and Hainey, Brian and Hyman, Harvey and Lewis, Gareth and Nazir, Sajid and Nguyen, Van and Sakr, Majd and Stott, Lee",Toward a Cloud Computing Learning Community,2019,9781450375672,Association for Computing Machinery,https://doi.org/10.1145/3344429.3372506,10.1145/3344429.3372506,"Cloud computing continues to be an important technology in higher education. This domain is a rapidly evolving space, and continues to gain momentum as a primary infrastructure topology for technological advances across emergent industries. The on-the-cloud paradigm provides numerous affordances and new methods of working in industry, and also for end users within recent fields of study, such as machine learning and artificial intelligence. As we move into the Industry 4.0 era with technology pillars such as the internet of things and cybersecurity, the importance of skillsets for cloud-based services will be an essential attribute for the majority of technology-related professions. Many higher education institutions have focused on offering training opportunities and programs for cloud computing, however, a lack of high-quality, contextualized to industry, curricula materials continues to be a challenge for educators. The purpose of this paper is to report on analyses conducted to categorize cloud computing courses currently taught in the higher education sector and to determine the possibility of moving towards the goal of a model curriculum. Additionally, the paper aims to provide guidance to educators about cloud computing skill-sets sought in the job market, and to report on a community platform designed to host cloud learning resources.",Proceedings of the Working Group Reports on Innovation and Technology in Computer Science Education,143–155,13,"cloud computing, computer science, curriculum development, education","Aberdeen, Scotland Uk",ITiCSE-WGR '19,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3345252.3345270,"Sabev, Peter and Grigorova, Katalina",A Survey on State of Software Quality Assurance in Bulgaria,2019,9781450371490,Association for Computing Machinery,https://doi.org/10.1145/3345252.3345270,10.1145/3345252.3345270,"This paper provides results of two surveys conducted in 2014 and 2018 among the participants in one of the biggest conferences about software testing and quality assurance in Bulgaria called QA: Challenge Accepted. The survey results reveal important and interesting findings about software testing practices and software quality assurance (SQA) community related to the demographics of the SQA professionals, their education, certifications, technologies being tested, software development methodologies, programming languages and test automation tools used, as well as knowledge gaps identified. Whenever possible, the results for Bulgaria are compared to other similar studies worldwide. The main goal of the survey is to provide a state of art for the SQA community and identify potential issues that need to be addressed by industry and researchers.",Proceedings of the 20th International Conference on Computer Systems and Technologies,124–130,7,"software development process, software quality assurance, software technologies, software testing, test automation tools","Ruse, Bulgaria",CompSysTech '19,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3355738.3355750,"Keahey, Kate and Anderson, Jason and Ruth, Paul and Colleran, Jacob and Hammock, Cody and Stubbs, Joe and Zhen, Zhuo",Operational Lessons from Chameleon,2019,9781450372794,Association for Computing Machinery,https://doi.org/10.1145/3355738.3355750,10.1145/3355738.3355750,"Chameleon is a large-scale, deeply reconfigurable testbed built to support Computer Science experimentation. Unlike traditional systems of this kind, Chameleon has been configured using an adaptation of a mainstream open source infrastructure cloud system called OpenStack. In this paper, we discuss operational challenges for experimental testbeds and explain what impact they have on the profile of the operating team. We then discuss methods we developed to alleviate the operational burden and show how they can be used in practice. We conclude with a discussion of our interaction with the user community and describe how experimental platforms create a high potential for community involvement.",Proceedings of the Humans in the Loop: Enabling and Facilitating Research on Cloud Computing,,7,"DevOps, cloud computing, cloud operations","Chicago, IL, USA",HARC '19,5,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3359591.3359737,"Kleppmann, Martin and Wiggins, Adam and van Hardenberg, Peter and McGranaghan, Mark","Local-first software: you own your data, in spite of the cloud",2019,9781450369954,Association for Computing Machinery,https://doi.org/10.1145/3359591.3359737,10.1145/3359591.3359737,"Cloud apps like Google Docs and Trello are popular because they enable real-time collaboration with colleagues, and they make it easy for us to access our work from all of our devices. However, by centralizing data storage on servers, cloud apps also take away ownership and agency from users. If a service shuts down, the software stops functioning, and data created with that software is lost. In this article we propose local-first software, a set of principles for software that enables both collaboration and ownership for users. Local-first ideals include the ability to work offline and collaborate across multiple devices, while also improving the security, privacy, long-term preservation, and user control of data. We survey existing approaches to data storage and sharing, ranging from email attachments to web apps to Firebase-backed mobile apps, and we examine the trade-offs of each. We look at Conflict-free Replicated Data Types (CRDTs): data structures that are multi-user from the ground up while also being fundamentally local and private. CRDTs have the potential to be a foundational technology for realizing local-first software. We share some of our findings from developing local-first software prototypes at the Ink \&amp; Switch research lab over the course of several years. These experiments test the viability of CRDTs in practice, and explore the user interface challenges for this new data model. Lastly, we suggest some next steps for moving towards local-first software: for researchers, for app developers, and a startup opportunity for entrepreneurs.","Proceedings of the 2019 ACM SIGPLAN International Symposium on New Ideas, New Paradigms, and Reflections on Programming and Software",154–178,25,"peer-to-peer communication, mobile computing, data ownership, collaboration software, CRDTs","Athens, Greece",Onward! 2019,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3361149.3361165,"Dias, Jo\~{a}o Pedro and Ferreira, Hugo Sereno and Sousa, Tiago Boldt",Testing and deployment patterns for the internet-of-things,2019,9781450362061,Association for Computing Machinery,https://doi.org/10.1145/3361149.3361165,10.1145/3361149.3361165,"As with every software, Internet-of-Things (IoT) systems have their own life-cycle, from conception to construction, deployment, and operation. However, the testing requirements from these systems are slightly different due to their inherent coupling with hardware and human factors. Hence, the procedure of delivering new software versions in a continuous integration/delivery fashion must be adopted. Based on existent solutions (and inspired in other closely-related domains), we describe two common strategies that developers can use for testing IoT systems, (1) Testbed and (2) Simulation-based Testing, as well as one recurrent solution for its deployment (3) Middleman Update.",Proceedings of the 24th European Conference on Pattern Languages of Programs,,8,"deployment, internet-of-things, orchestration, testing","Irsee, Germany",EuroPLop '19,16,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3361149.3361174,"Dobaj, J\""{u}rgen and Schuss, Markus and Krisper, Michael and Boano, Carlo Alberto and Macher, Georg",Dependable mesh networking patterns,2019,9781450362061,Association for Computing Machinery,https://doi.org/10.1145/3361149.3361174,10.1145/3361149.3361174,"In our daily life, we are increasingly relying on connected systems ranging from smart health care devices to industrial and intelligent transportation systems, as well as smart homes and cities. The unavailability or malfunctioning of these systems could threaten human life, cause environmental damage, and significant financial loss. To prevent such large scale and mission-critical systems from malfunctioning, it is of utmost importance to establish and guaranty reliable connections to attain a dependable networked system. Generally, mesh networking technologies are used for building such systems since mesh networks provide the best performance characteristics regarding fault-tolerance, throughput, resource usage, and service level flexibility.In this paper, we summarize the major challenges in dependable network design, to subsequently present three patterns that approach redundancy on the hardware level, software-defined networking, and cross-cutting concerns like monitoring and service discovery within distributed networked systems. These three patterns should help designers and engineers in choosing the appropriate technologies for building dependable networked systems at all scales. Since dependable network engineering requires a holistic system-wide design and engineering approach, we also present a pattern map guiding to complementary and closely related patterns. System architects and system engineers responsible for building mixed-criticality systems, internet-of-things (IoT), and industrial Internet-of-Things (IIoT) systems are the target audience of the patterns presented in this paper.",Proceedings of the 24th European Conference on Pattern Languages of Programs,,14,"service-oriented architecture, service mesh pattern, physical mesh pattern, network design, network architecture, microservices, logical mesh pattern, infrastructure-as-a-service, industry 4.0, dependability, cloud architecture, SoA, IoT, IaaS, IIoT","Irsee, Germany",EuroPLop '19,25,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3361525.3361553,"Stafman, Logan and Or, Andrew and Freedman, Michael J.",ReLAQS: Reducing Latency for Multi-Tenant Approximate Queries via Scheduling,2019,9781450370097,Association for Computing Machinery,https://doi.org/10.1145/3361525.3361553,10.1145/3361525.3361553,"Approximate Query Processing has become increasingly popular as larger data sizes have increased query latency in distributed query processing systems. To provide such approximate results, systems return intermediate results and iteratively update these approximations as they process more data. In shared clusters, however, these systems waste resources by directing resources to queries that are no longer improving the results given to users.We describe ReLAQS, a cluster scheduling system for online aggregation queries that aims to reduce latency by assigning resources to queries with the most potential for improvement. ReLAQS utilizes the approximate results each query returns to periodically estimate how much progress each concurrent query is currently making. It then uses this information to predict how much progress each query is expected to make in the near future and redistributes resources in real-time to maximize the overall quality of the answers returned across the cluster. Experiments show that ReLAQS achieves a reduction in latency of up to 47\% compared to traditional fair schedulers.",Proceedings of the 20th International Middleware Conference,280–292,13,"approximate computing, scheduling, utility-aware scheduling","Davis, CA, USA",Middleware '19,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3365438.3410951,"Song, Hui and Dautov, Rustem and Ferry, Nicolas and Solberg, Arnor and Fleurey, Franck",Model-based fleet deployment of edge computing applications,2020,9781450370196,Association for Computing Machinery,https://doi.org/10.1145/3365438.3410951,10.1145/3365438.3410951,"Edge computing brings software in close proximity to end users and IoT devices. Given the increasing number of distributed Edge devices with various contexts, as well as the widely adopted continuous delivery practices, software developers need to maintain multiple application versions and frequently (re-)deploy them to a fleet of many devices with respect to their contexts. Doing this correctly and efficiently goes beyond manual capabilities and requires employing an intelligent and reliable automated approach. Accordingly this paper describes a joint research with a Smart Healthcare application provider on a model-based approach to automatically assigning multiple software deployments to hundreds of Edge gateways. From a Platform-Specific Model obtained from the existing Edge computing platform, we extract a Platform-Independent Model that describes a list of target devices and a pool of available deployments. Next, we use constraint solving to automatically assign deployments to devices at once, given their specific contexts. The resulting solution is transformed back to the PSM as to proceed with software deployment accordingly. We validate the approach with a Fleet Deployment prototype integrated into the DevOps toolchain currently used by the application provider. Initial experiments demonstrate the viability of the approach and its usefulness in supporting DevOps in Edge computing applications.",Proceedings of the 23rd ACM/IEEE International Conference on Model Driven Engineering Languages and Systems,132–142,11,"DevOps, IoT, device fleet, model-based software engineering, software deployment","Virtual Event, Canada",MODELS '20,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3368089.3409675,"Siegmund, Norbert and Ruckel, Nicolai and Siegmund, Janet",Dimensions of software configuration: on the configuration context in modern software development,2020,9781450370431,Association for Computing Machinery,https://doi.org/10.1145/3368089.3409675,10.1145/3368089.3409675,"With the rise of containerization, cloud development, and continuous integration and delivery, configuration has become an essential aspect not only to tailor software to user requirements, but also to configure a software system’s environment and infrastructure. This heterogeneity of activities, domains, and processes blurs the term configuration, as it is not clear anymore what tasks, artifacts, or stakeholders are involved and intertwined. However, each re- search study and each paper involving configuration places their contributions and findings in a certain context without making the context explicit. This makes it difficult to compare findings, translate them to practice, and to generalize the results. Thus, we set out to evaluate whether these different views on configuration are really distinct or can be summarized under a common umbrella. By interviewing practitioners from different domains and in different roles about the aspects of configuration and by analyzing two qualitative studies in similar areas, we derive a model of configuration that provides terminology and context for research studies, identifies new research opportunities, and allows practitioners to spot possible challenges in their current tasks. Although our interviewees have a clear view about configuration, it substantially differs due to their personal experience and role. This indicates that the term configuration might be overloaded. However, when taking a closer look, we see the interconnections and dependencies among all views, arriving at the conclusion that we need to start considering the entire spectrum of dimensions of configuration.",Proceedings of the 28th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering,338–349,12,"variability, developer study, configuration management and life cycle, Dimensions of software configuration","Virtual Event, USA",ESEC/FSE 2020,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3368089.3417068,"Zhang, He and Huang, Huang and Shao, Dong and Huang, Xin",Fireteam: a small-team development practice in industry,2020,9781450370431,Association for Computing Machinery,https://doi.org/10.1145/3368089.3417068,10.1145/3368089.3417068,"Software development is a collective undertaking, and the team’s efficiency is critical in development. In order to reduce project management overheads and improve productivity, a global information and communication technology enterprise institutionalizes an organization wide small-team practice, called fireteams, to tackle the problems arising from human and social aspects, such as amicability, talent, skill, and communications. This paper reports a mixed-method research, which combines archive analysis, interviews and survey, to empirically investigate the characteristics and impacts of fireteam in this industrial setting. We identify three categories of fireteam in terms of its demonstrated characteristics: ordinary agile team with extensions, single-function team, and entire life-cycle team; elaborate four key activities of fireteam, i.e. team formation, maintenance, communication, and meeting. Less communication and management overheads, higher agility \&amp; concurrency, and improved personal ability are the three important contributors that increase the productivity of fireteams. Whereas management \&amp; leadership effort, divergent understanding of fireteam, and self-organized team are discovered as the three major problems associated with fireteams. Although the benefits of fireteam can be observed from its adoption, this practice does not achieve the enterprise’s anticipations very well. Some considerations and recommendations are also discussed to improve this small-team practice.",Proceedings of the 28th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering,1365–1375,11,"Fireteam, agile methods, interview, software project management, survey, teamwork","Virtual Event, USA",ESEC/FSE 2020,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3368235.3368838,"Harsh, Piyush and Ribera Laszkowski, Juan Francisco and Edmonds, Andy and Quang Thanh, Tran and Pauls, Michael and Vlaskovski, Radoslav and Avila-Garc\'{\i}a, Orlando and Pages, Enric and Gort\'{a}zar Bellas, Francisco and Gallego Carrillo, Micael",Cloud Enablers For Testing Large-Scale Distributed Applications,2019,9781450370448,Association for Computing Machinery,https://doi.org/10.1145/3368235.3368838,10.1145/3368235.3368838,"Testing large-scale distributed systems (also known as testing in the large) is a challenge that spreads across different technical domains and areas of expertise. Current methods and tools provide some minimal guarantees in relation to the correctness of their functional properties and have serious limitations when evaluating their extra-functional properties in realistic conditions, such as scalability, availability and performance efficiency. Cloud Testing and more specifically ""testing in the cloud'' has arisen to tackle those challenges. In this new paradigm, cloud-based environment and infrastructure are used to run realistic end-to-end and/or system-level tests, collect test data and analyse them. In this paper we present a set of cloud-native services to take from the tester the responsibility of managing the resources and complementary services required to simulate realistic operational conditions and production environments. Specifically, they provide cloud testing capabilities such as logs and measurements collection from both testing jobs and system under test; test data analytics and visualization; provisioning and operation of additional services and processes to replicate realistic production ecosystems; support to scalability and diversity of underlying testing infrastructure; and replication of the operational conditions of the software under test through its instrumentation. We present the architecture of the cloud testing solution and the detailed design of each of the services; we also evaluate their relative contribution to satisfy different needs in the context of test execution.",Proceedings of the 12th IEEE/ACM International Conference on Utility and Cloud Computing Companion,35–42,8,"cloud testing, continuous integration, continuous testing, large-scale distributed systems, reliability, scalability, testing","Auckland, New Zealand",UCC '19 Companion,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3373376.3378470,"Williams-King, David and Kobayashi, Hidenori and Williams-King, Kent and Patterson, Graham and Spano, Frank and Wu, Yu Jian and Yang, Junfeng and Kemerlis, Vasileios P.",Egalito: Layout-Agnostic Binary Recompilation,2020,9781450371025,Association for Computing Machinery,https://doi.org/10.1145/3373376.3378470,10.1145/3373376.3378470,"For comprehensive analysis of all executable code, and fast turn-around time for transformations, it is essential to operate directly on binaries to enable profiling, security hardening, and architectural adaptation. Disassembling binaries is difficult, and prior work relies on a process virtual machine to translate references on the fly or inefficient binary code patching. Our Egalito recompiler leverages metadata present in current stripped x86_64 and ARM64 binaries to generate a complete disassembly, and allows arbitrary modifications that may affect program layout without any constraints from the original binary. We utilize our own layout-agnostic intermediate representation, which is low-level enough to make the regeneration of output code predictable, yet supports a dual high-level representation for sophisticated analysis. We demonstrate nine binary tools including a novel continuous code randomization technique where Egalito transforms itself, and software emulation of the control-flow integrity in upcoming hardware. We evaluated Egalito on a large set of Debian packages, completely analyzing 99.9\% of a selection of 867 executables and libraries; a majority of 149 applicable Debian packages pass all tests under Egalito. On SPEC CPU 2006, thanks to our binary optimizations, Egalito actually observes a 1.7\% performance speedup.",Proceedings of the Twenty-Fifth International Conference on Architectural Support for Programming Languages and Operating Systems,133–147,15,"application security, binary analysis, binary rewriting, recompilation, software hardening","Lausanne, Switzerland",ASPLOS '20,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3377811.3380336,"Zhang, He and Zhou, Xin and Huang, Xin and Huang, Huang and Babar, Muhammad Ali",An evidence-based inquiry into the use of grey literature in software engineering,2020,9781450371216,Association for Computing Machinery,https://doi.org/10.1145/3377811.3380336,10.1145/3377811.3380336,"Context: Following on other scientific disciplines, such as health sciences, the use of Grey Literature (GL) has become widespread in Software Engineering (SE) research. Whilst the number of papers incorporating GL in SE is increasing, there is little empirically known about different aspects of the use of GL in SE research.Method: We used a mixed-methods approach for this research. We carried out a Systematic Literature Review (SLR) of the use of GL in SE, and surveyed the authors of the selected papers included in the SLR (as GL users) and the invited experts in SE community on the use of GL in SE research. Results: We systematically selected and reviewed 102 SE secondary studies that incorporate GL in SE research, from which we identified two groups based on their reporting: 1) 76 reviews only claim their use of GL; 2) 26 reviews report the results by including GL. We also obtained 20 replies from the GL users and 24 replies from the invited SE experts. Conclusion: There is no common understanding of the meaning of GL in SE. Researchers define the scopes and the definitions of GL in a variety of ways. We found five main reasons of using GL in SE research. The findings have enabled us to propose a conceptual model for how GL works in SE research lifecycle. There is an apparent need for research to develop guidelines for using GL in SE and for assessing quality of GL. The current work can provide a panorama of the state-of-the-art of using GL in SE for the follow-up research, as to determine the important position of GL in SE research.",Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering,1422–1434,13,"empirical software engineering, evidence-based software engineering, grey literature, survey, systematic (literature) review","Seoul, South Korea",ICSE '20,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3378891.3378899,"Ismail, Bukhary Ikhwan and Khalid, Mohammad Fairus and Kandan, Rajendar and Hoe, Ong Hong",On-Premise AI Platform: From DC to Edge,2020,9781450365130,Association for Computing Machinery,https://doi.org/10.1145/3378891.3378899,10.1145/3378891.3378899,"Artificial Intelligence (AI) is powering everything from devices, applications and services. Machine learning a branch of AI requires powerful infrastructure platform to do training and to serve the AI model. In this paper, we share our blueprint to build and host internal on-premise AI platform. We make use of our existing services such as private cloud, distributed storage, unified authentication platform, and build the AI platform on top of it. We discuss the requirements gathered from user, the technologies to make it possible, implementation and lesson learned from hosting it internally. Based on our evaluation, based on specific need, it is economical and viable option to host on-premise AI Platform.",Proceedings of the 2019 2nd International Conference on Robot Systems and Applications,40–45,6,"machine learning, edge computing, distributed computing, artificial intelligence, Kubernetes, AI","Moscow, Russian Federation",ICRSA '19,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3382494.3410679,"Lie, Martin Forsberg and S\'{a}nchez-Gord\'{o}n, Mary and Colomo-Palacios, Ricardo",DevOps in an ISO 13485 Regulated Environment: A Multivocal Literature Review,2020,9781450375801,Association for Computing Machinery,https://doi.org/10.1145/3382494.3410679,10.1145/3382494.3410679,"Background: Medical device development projects must follow proper directives and regulations to be able to market and sell the end-product in their respective territories. The regulations describe requirements that seem to be opposite to efficient software development and short time-to-market. As agile approaches, like DevOps, are becoming more and more popular in software industry, a discrepancy between these modern methods and traditional regulated development has been reported. Although examples of successful adoption in this context exist, the research is sparse. Aims: The objective of this study is twofold: to review the current state of DevOps adoption in regulated medical device environment; and to propose a checklist based on that review for introducing DevOps in that context. Method: A multivocal literature review is performed and evidence is synthesized from sources published between 2015 to March of 2020 to capture the opinions of experts and community in this field. Results: Our findings reveal that adoption of DevOps in a regulated medical device environment such as ISO 13485 has its challenges, but potential benefits may outweigh those in areas such as regulatory, compliance, security, organizational and technical. Conclusion: DevOps for regulated medical device environments is a highly appealing approach as compared to traditional methods and could be particularly suited for regulated medical development. However, an organization must properly anchor a transition to DevOps in top-level management and be supportive in the initial phase utilizing professional coaching and space for iterative learning; as such an initiative is a complex organizational and technical task.",Proceedings of the 14th ACM / IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM),,11,"DevOps, ISO 13485, Medical device software development, Multivocal Literature Review","Bari, Italy",ESEM '20,9,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3383219.3383245,"Behutiye, Woubshet and Sepp\""{a}nen, Pertti and Rodr\'{\i}guez, Pilar and Oivo, Markku",Documentation of Quality Requirements in Agile Software Development,2020,9781450377317,Association for Computing Machinery,https://doi.org/10.1145/3383219.3383245,10.1145/3383219.3383245,"Context: Quality requirements (QRs) have a significant role in the success of software projects. In agile software development (ASD), where working software is valued over comprehensive documentation, QRs are often under-specified or not documented. Consequently, they may be handled improperly and result in degraded software quality and increased maintenance costs. Investigating the documentation of QRs in ASD, would provide evidence on existing practices, tools and aspects considered in ASD that other practitioners might utilize to improve documentation and management of QRs in ASD. Although there are some studies examining documentation in ASD, those that specifically investigate the documentation of QRs in depth are lacking.Method: we conducted a multiple case study by interviewing 15 practitioners of four ASD cases, to provide empirical evidence on documentation of QRs in ASD. We also run workshops with two of the cases, to identify important aspects that ASD practitioners consider when documenting QRs in requirements management repositories.Result and conclusions: ASD companies approach documentation of QRs to fit the needs of their context. They used tools, backlogs, iterative prototypes, and artifacts such as epic, and stories to document QRs, or utilized face-face communication without documenting QRs. We observed that documentation of QRs in ASD is affected by factors such as context (e.g. product domain, and size) and the experience of practitioners. Some tools used to document QRs also enhanced customer collaboration, enabling customers report and document QRs. Aspects such as levels of abstraction, the traceability of QRs, optimal details of information of QRs and verification and validation are deemed important when documenting QRs in ASD requirements management repositories.",Proceedings of the 24th International Conference on Evaluation and Assessment in Software Engineering,250–259,10,"Quality requirement, agile software development, documentation, non-functional requirements","Trondheim, Norway",EASE '20,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3383219.3383276,"Li, Shanshan and Xu, Qianwen and Hou, Peiyu and Chen, Xiudi and Wang, Yanze and Zhang, He and Rong, Guoping",Exploring the Challenges of Developing and Operating Consortium Blockchains: A Case Study,2020,9781450377317,Association for Computing Machinery,https://doi.org/10.1145/3383219.3383276,10.1145/3383219.3383276,"Blockchain and smart contracts are being embraced by more and more industrial practitioners in multiple domains including agriculture, manufacturing, and healthcare. As a distributed, immutable, and partly public ledger, the consortium blockchain demonstrates its potential to enable trustworthy interoperability and collaboration between organizations. However, the mismatch between the unruled software engineering practices and the increased interest of the consortium blockchain technology may pose threats to the quality of systems implemented. To mitigate the possible threats, this study takes the angle of software engineering to systematically understand the challenges and possible solutions in terms of developing and operating a consortium blockchain-based system. For this purpose, we conducted a case study on a typical consortium blockchain-based system and exhaustively collected the data by two rounds in-depth interviews on practitioners of different roles in the case project. Based on the data analysis, eight pairs of challenges and potential solutions were identified, which cover the phases of the development and operation of consortium blockchains. Moreover, we also captured two implications after further analysis of the findings, which worth the special attention of researchers in the near future, i.e. DevOps and microservices for blockchain or smart contracts.",Proceedings of the 24th International Conference on Evaluation and Assessment in Software Engineering,398–404,7,"Consortium blockchain, DevOps, microservices, smart contracts","Trondheim, Norway",EASE '20,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3383219.3383292,"Alenezi, Mamdouh and Basit, Hamid Abdul and Khan, Faraz Idris and Beg, Maham Anwar",A Comparison Study of Available Sofware Security Ontologies,2020,9781450377317,Association for Computing Machinery,https://doi.org/10.1145/3383219.3383292,10.1145/3383219.3383292,"A rising number of software and services malfunctioning due to security flaws has increased the importance of software security and resulted in numerous knowledge sources of the domain. Building secure software systems require the understanding and extraction of the available knowledge, and a standard knowledge management platform is needed. Ontologies form an integral part of knowledge management platforms as they capture and structure the given knowledge. Various software security ontologies have been proposed previously, either stand-alone or as part of some bigger ontology like a computer or information security. However, these ontologies do not cover the entire domain and cannot be used as a standard ontology for software security in its current form. In this paper, we have identified and evaluated the existing ontologies that specifically capture software security knowledge, both qualitatively and quantitatively with the help of ontology evaluation tools, in order to select the best ontology that can be extended to prepare the standard ontology for the software security domain.",Proceedings of the 24th International Conference on Evaluation and Assessment in Software Engineering,499–504,6,"Software Security Knowledge Management, Software Security, Software Quality Management, Software Quality Assurance, Security Ontology","Trondheim, Norway",EASE '20,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3387940.3391455,"Leite, Leonardo and Kon, Fabio and Pinto, Gustavo and Meirelles, Paulo",Platform Teams: An Organizational Structure for Continuous Delivery,2020,9781450379632,Association for Computing Machinery,https://doi.org/10.1145/3387940.3391455,10.1145/3387940.3391455,"Software-producing organizations are seeking to release faster and more efficiently new versions of their products to their customers to remain competitive in the fierce software market. Continuous delivery practices arise as a potential solution since every commit to the repository could result in a production-candidate version of a product, accelerating time to market, and improving customer satisfaction. In this work, we employed Grounded Theory to investigate how organizations pursuing continuous delivery should organize their development and operations teams. We collected data from 27 IT professionals. After a careful analysis, we started the elaboration of a taxonomy with four patterns of organizational structures: (1) siloed departments, (2) classical DevOps, (3) cross-functional teams, and (4) platform teams. We observed that the platform team structure is the most distinctive classification of our taxonomy, and it has promising results regarding delivery performance. Some relevant aspects we found out about platform teams include: infrastructure specialists need coding skills; product teams have to operate their business services; and much of the non-functional concerns are handled by the platform, alleviating product teams.",Proceedings of the IEEE/ACM 42nd International Conference on Software Engineering Workshops,505–511,7,"Continuous Delivery, DevOps, Release Process, Software Teams","Seoul, Republic of Korea",ICSEW'20,,"New York, NY, USA",,,,,
